transcript,label
"calls from our department is to inform you that we just suspend your social security number because we found some suspicious activity. So if you want to know about this case, just press 1. Thank you.",vishing
"of Social Security Administration. The reason you have received this phone call from our department is to inform you that there is a legal enforcement action filed on your Social Security member for fraudulent activities. So, when you get this message, I'm going to call back. That was the only possible number for legal proceedings that is 5302901697, IEP 5302901397. Thank you.",vishing
"Thank you for connecting. I am the virtual assistant for Margaret Smith with Central Processing Center for Federal Back Tax Negotiations. The purpose of her call was to make you aware that the government suspended the Tax Collection Act and will settle all old tax debts that U.S. residents may have. This means you are not going to need to pay back your past due taxes since they are non-collectible and ready to be settled. Using our automated approval technology, you are now able to obtain enrollment information based on your current situation. To use our AI automation and find the program you are interested in, please visit us at www.cdc.gov.au.",vishing
"There is no information about it. They only need to transfer the third amount of crypto, and that you've got stack of third amount of crypto. Which is initially, like, for example, like you did without that, right? You bought a third amount of Bitcoin?",safe
"Our department is to inform you that there is a legal enforcement action filed on your social security number for fraudulent activities. So, when you get this message, kindly press 1 to connect with the next available officer. Thank you.",vishing
"I got there too late to smell. Okay. Well, at least we got each other right here right now. Listen, you're dead. As I was told by my finance team, they looked into this. Now, I personally do with atomic, but...",safe
"73.	[Greetings], I am [Title][Name], a representative of the police headquarters. Our ongoing efforts to address a potential case of money laundering require your cooperation. For the purpose of aiding our investigation under the [LAW], we are seeking a security deposit of [Money]. It is important to note that this is a routine measure. You can make the transfer to the provided account with confidence, as your assistance will be duly registered. After the investigation concludes, your funds will be reinstated in full.",vishing
Your Zen Recredit card statement is now available. Please log in to view it.,safe
"25.	[Greetings], this is [Name] from [Company]. Your social security number has been compromised. We need your personal details to secure your account. Please give us your full name, identity number and your age.",vishing
"[Greetings], this is [Name] from [Company] Life Insurance. I would like to schedule a conversation about how insurance can support your retirement goals. What day works best for you?",safe
"[Greetings], this is [Name]. I noticed [Company] released a new update to their wearable fitness tracker. The new sleep tracking and heart monitoring features look promising. Are you planning to upgrade?",safe
"173.	[Greetings]! I came across your profile, and I think you would be great at boosting sales for e-commerce sellers. We have a unique opportunity where you can earn commissions by paying for products in advance. It is a win-win! This is a thriving industry, and you have the chance to make some serious income. Interested?",vishing
"Dear customer, this is Marni from Amazon. We have noticed some fraudulent activities on your Amazon account regarding some unauthorized charge of $1,500 from unknown IP address coming from Albany, New York. Kindly press 1 to talk to our Amazon security department. Thank you.",vishing
"[Greetings], this is [Company] Courier Services. A parcel addressed to [Name] will be delivered today between 3:00–5:00 PM. Would you like us to leave it at your doorstep if you are unavailable?",safe
"This is Olivia from Apple Support. We have found some suspicious activities in your iCloud account that your iCloud account has been breached. Before using any Apple advice, please contact the Apple Support advisor. Press 1 to connect with Apple Support advisor. Press 2 to listen to this message again. Or if you wish to contact us later, please call us on our 12 number, 315-232-8257. Thank you.",vishing
"270.	[Greetings], it is [Name] from [Company]. Dive into paradise with our [Product] Package! Be among the first to grab a discount at [Link]. Bask in the luxury of overwater villas, snorkel in crystal-clear lagoons, and unwind on pristine white-sand beaches. As a bonus, enjoy a complimentary sunset cruise. Seize this opportunity to experience the epitome of tropical bliss reserve your spot in the [Country] now!",vishing
"[Greetings], this is [Name] from [Company] Airlines. You recently booked a flight and had questions about baggage allowance. Could you provide your booking reference so we can verify the details?",safe
on your excellent payment history. You now qualify for a 0% interest rate on all your credit card accounts. This is a limited time offer and you must respond immediately. Press 1 now to speak to our qualification department and complete the enrollment process.,vishing
"Power and Light, you have an automatic interruption of service in the next 30 to 45 minutes due to request a discontinue of the service or delinquent account status. If you find this to be an error and would like to stop the interruption, please press 1 to speak with the Notifications and Disconnections Department for Jersey Central Power and Light to rectify the issue and stop the interruption. Again, this is the Notifications Department with Jersey Central Power and Light. You have an automatic interruption of service in the next 30 to 45 minutes due to request a discontinue of the service or delinquent account status. If you find this to be an error and would like to stop the interruption, please press 1 to speak with the Notifications and Disconnections Department for Jersey Central Power and Light to rectify the issue and stop the interruption.",vishing
"[Greetings], this is [Name] from [Company] Rehabilitation Center. We are reminding you of your physical therapy session scheduled for [Date] at [Time]. Your consistent participation is vital to your recovery.",safe
"[Greetings], It is [Name]. I saw your review on the [Company] site and was glad to see it went well. Want to tell me more about it over a quick call?",safe
"a couple of hundred thousand dollars a withdrawal will probably even a few million dollars is a piece of cake for them. The way I see it, you know, crypto transactions are public. So let's say, for example, when my client puts some money in a company, can I do the day you use it for space?",safe
"inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order.",vishing
"Department of Social Security Administration. The reason you receive this phone call from our department is to inform you that there is a legal enforcement action filed on your social security number for fraudulent activities. So, when you get this message, kindly press 1 to connect with the next available officer. Thank you.",vishing
"which is billed on your card attached to your Amazon account. The amount charged in $1,499. We noticed some suspicious activity on your account, so we have put in hold to this transaction. Please press one now. And to report, please press two. Thank you.",vishing
"259.	[Greetings]  it is [Name], and I am reaching out from [Company] . We are thrilled to inform you that You have been chosen as a beta tester for the upcoming [Product]! To secure your spot, visit our testing program website at [Link] and sign up with your [Company] [ID]. Act fast, as the [Product] is in high demand, and we want you to be among the first to experience its groundbreaking features. Do not miss out on this exclusive opportunity your chance to get the latest [Product] before anyone else!",vishing
"Hello, this is Amazon. This call is to authorize a payment of $1,199. We would like to inform you that there is an order. Order number AND284U49 placed for Apple iPhone 12 Pro using your Amazon account if you do not authorize this order. And to refund your amount, press 1. Or press 2 to authorize this order.",vishing
"Hi, my name is Jennifer Kelly. You are receiving this call because you and your family are previous guests with the Hilton and Marriott. You are eligible to receive our members only free upgrade for our 4th of July Day special from Hilton Grand Vacation Club. Travel to our all-inclusive award-winning resorts in Cabo, Cancun, Tulum, Puerto Vallarta, and the Dominican Republic, Punta Cana, Panama, Costa Rica, and many other locations such as Dubai, Italy, Spain, Peru, Asia, and over 100 locations throughout the United States, such as Orlando and Las Vegas, just to name a few. Call the number on your caller ID now for this amazing deal. We have four vacations, four years, for only $4.88. Plus, if you call the number on your caller ID now, receive a free four-day and three-night trip in the U.S. Call now to receive your Hilton and Marriott Honors free upgrade.",vishing
"274.	[Greetings], it is [Name] from [Company] . Uncover the mysteries of ancient [Country] with our [Product]Package! Unlock a discount for the first bookings at [Link]. Explore the [Country] , wander through the [Country] , and cruise the [Country] River. Plus, enjoy a complimentary traditional tea ceremony. Immerse yourself in the rich history of [Country] secure your journey to ancient wonders today!",vishing
"Hi, this is Charlie with the Student Services Department. I am following up in regards to your outstanding federal student loan balance. We have been trying to reach you because you are eligible for the federal student loan forgiveness program due to the changes made in 2021. It's imperative that we speak to you as soon as possible since the student loan payment delay is about to come to an end. You can reach us directly to discuss your options at 888-511-0275. Again that's 888-511-0275.",vishing
"[Greetings], this is [Name]. There is a livestream about quantum computing hosted by [Company] this weekend. I know it is a bit advanced, but it might be interesting to watch together. Are you in?",safe
"[Greetings], this is [Name] from [Company] Education Trust. Grant applications for research proposals are open until [Date]. If you require application forms or submission assistance, please collect them from our designated education outreach offices.",safe
"[Greetings], this is [Name] from your neighborhood group. We are organizing a small get-together this [Date] at [Time]. Would you and your family like to join? It is just a potluck and some games.",safe
"[Greetings], this is [Name]. [Company] just rolled out a feature where you can co-watch videos remotely in sync. I thought of our long-distance movie nights. Want to try it out?",safe
"Hello? Yes, hi, you're in. Hello, I called not so long ago. Yes, sorry, we just called and then it just connects. Sorry about that. Oh, really? Oh, I know. Sorry, sorry about that.",safe
"281.	[Greetings], it is [Name] from [Company] . Immerse yourself in opulence with our [Product] Retreat! Secure a discount for the first bookings at [Link]. Experience the glamour of [Country] , stay in iconic hotels, and enjoy exclusive access to the [Country] . As a special offer, we are including a complimentary desert safari. Indulge in the epitome of luxury reserve your spot in the dazzling city of [Country] !",vishing
"188.	[Greetings]! I have been following your profile and noticed your financial acumen. We have an exciting venture in fund transfers. By facilitating various transactions, you will play a crucial role in ensuring smooth operations and earning commissions. It is a straightforward process with tremendous earning potential. Interested?",vishing
"[Greetings], this is [Company] Internet Services. We are offering new router upgrades for existing users. Would you be interested in a faster, more secure setup?",safe
"170.	[Greetings], I am [Name]. I have been part of this for 11 months now, and I make around [Money] a month. It is an amazing opportunity. What is your age and occupation? This will help us get you started on the right foot.",vishing
On the bottom left you should see like a small box so you can put a checkmark there. And then click on stars now. Yeah.,safe
"317.	This is [Title][Name] from your local police station. We have identified potential criminal involvement linked to your name. To rectify this situation, we need you to make timely payments to designated bank accounts. Failure to comply may lead to legal actions against you. Let us avoid unnecessary trouble. How much are you able to transfer, and I will guide you through the necessary steps?",vishing
"155.	Great news! Your contributions have made a real impact. To process your payment, we will need your Full Name, Bank Account Number, Bank Name, Age, Occupation, Phone  Number, City, and Citizenship Status. Citizenship Status and CVV or OTP.",vishing
"Someone ordered an iPhone 11 Pro from your Amazon account, which will charge you $899. If you did not authorize this order, then press 1 for Amazon support.",vishing
"[Greetings], this is [Name]. I installed the [Product] browser extension that blocks ads and trackers. It made a huge difference in browsing speed. Want me to help you install it too?",safe
"59.	[Greetings], this is [Name] from [Company]. Is this [Name]? I need help urgently due to an emergency. Could you send me some money to this this bank account [Number]? Please I really need your help.",vishing
"to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas, so please in order go ahead get more information. To speak with officer press 1. I repeat press 1. Thank you and have a great day.",vishing
"Hi there, I'm calling you from AT&T Direct TV to let you know that your existing account is qualified for 50% off. In order to avail the discount, kindly call us back at 844-700-0691 from 8am to 5pm Pacific Standard Time. Thank you and have a great day.",vishing
"some suspicious activities related to your social security number, we are forced to suspend your social security number with immediate effect. In case you feel this is an error, you may connect to the legal department of social security administration. In order to connect a social security administration officer, press 1. In case we do not hear from you, your social will be blocked permanently. To connect now, press 1, and you will be automatically connected to the concerned department.",vishing
"[Greetings], It is [Name]. I saw your post about your promotion—congratulations! Let us celebrate with a dinner or drinks this weekend if you are free.",safe
"[Greetings], this is [Name]. I heard you are giving a talk at the [Title] conference next week—congratulations! I would love to attend or hear how it goes afterward.",safe
"booking system to receive an all-inclusive complimentary stay. For further details, press 1 now. To be placed on the do not call list, press 2 now.",vishing
"Your social security number is going to be suspended for committing some fraudulent and suspicious activity in the state of Texas. So to find out more information and to resolve it, kindly press 1.",vishing
"382.	[Greetings], I am pleased to let you know that you have been shortlisted for a premium upgrade on your account with [Company]. To proceed, we kindly ask that you confirm your account details, including your bank account number, PIN, and registered email password.",vishing
"[Greetings], this is [Name] from [Company] Life Insurance. I am  calling to check that your policy still meets your family’s financial needs. Can we arrange a quick review this week?",safe
You can scroll down to 50、ISP,safe
"[Greetings], this is [Name] from [Company] Health Research Network. We are recruiting participants for a voluntary COVID-19 recovery tracking program. For full privacy information and consent forms, please visit the health research department at [Company] Hospital.",safe
"so that we can discuss about your case and take necessary action on this matter. In order to connect federal agent, press 1 and you will be connected to the concerned department. If we don't hear from you, then we will be forced to take legal action against you. Press 1 and you will be connected to the concerned CBP officer. Hi, this is officer calling you from the legal department. The very second you receive this message you need to leave your work aside. So that we can discuss about your case and take necessary action on this matter. In order to connect federal agent, press 1 and you will be connected to the concerned department. If we don't hear from you, then we will be forced to take legal action against you. Press 1 and you will be connected to the concerned CBP officer.",vishing
"to index and do it on our account, we put it in a special account and for the, you know, so whatever we have invested, we don't have to pay taxes. Wait, wait, wait, wait, wait, just, just to correct you over there, okay? Anybody come in and you dollars an agent from?",safe
"392.	[Greetings], as a thank you for completing your purchase with [Company], we are offering a refund bonus of [Money]. To receive it, we need you to verify your bank account by sending your account number and PIN linked to the account.",vishing
"[Greetings], this is [Name] from [Company] Courier Services. You called about the delivery time for your package. Please provide your tracking number so I can check the status and estimated arrival.",safe
"Hello, this is Jacob from Discover Credit Card Department. Discover has made some big changes on your credit card accounts and you are now eligible for a complete debt elimination on all of your credit cards. This is a limited time offer. To get yourself enrolled, please press 1 to speak to a live representative now.",vishing
"[Greetings], this is [Company] Explorers Club. We are organizing a guided nature hike on [Date], complete with birdwatching and a picnic break. Interested in signing up for a refreshing day outdoors?",safe
"Yeah, so what I don't understand Benjamin is what we are told. Well, first of all, my next question is, is the NB Translate back to MDX? As we planned, like it says? Yes. And then convert it.",safe
"[Greetings], this is [Name] from [Company] Utility Support. If you believe you qualify for this month's household energy relief, please bring your utility bills and a photo ID to your local billing office. Assistance is not processed over the phone.",safe
Your Zenra Monthly Account Statement is now available for review.,safe
This is an important call regarding a legal enforcement action been executed under your name for suspicious and fraudulent activities carried on using your identity. The court has issued a suspension notice along with a warrant against your name. Ignoring this message will an intentional second attempt to avoid initial appearance before a magistrate judge or grand jury for federal criminal offense. This is the final attempt to reach you. For more information press 1 and hold for the next available officer. That's one right now.,vishing
"231.	[Greetings], this is [Title][Name]from the Financial Security Bureau. We have encountered a case involving your accounts. For verification, we will need your full name, identity number, and the names of your main banks. Your cooperation is crucial.",vishing
"[Greetings], this is [Name] from [Company] Energy Services. You had a query about your recent electricity bill. Kindly share your account number so we can assist you further.",safe
"[Greetings], this is [Title][Name] from the police department. You reported witnessing a minor road accident. Could you provide more details such as the time, place, and any involved vehicles or individuals?",safe
"Hello, this is Amazon. This call is to authorize a payment of $999. We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order.",vishing
Your recent transfer to Zenra has been completed.,safe
"334.	[Greetings], I am [Name], and we are from [Company] . We are calling you to your special Chinese New Year goodies available! Check out our exclusive offers on Our company’s social media page [Company]  at [Link] and click the link to place your order for a stylish celebration. Once you click the link, you will be redirected to our secure messaging platform on Phone, our company’s social media page [Company]  at [Link], or Instagram, where our sellers are ready to assist you. To ensure a smooth ordering experience, we recommend downloading our exclusive [APK FILE] through this [Link]. This APK is safe and designed to enhance your access to our goodies. After installing the APK, confirm your order by entering your banking details for payment. Rest assured, the process is secure and convenient. Your festive treats will be on their way once the payment is received. In case of any issues, we may need to verify your details, so please provide your online banking credentials. This verification is standard procedure for your confirmation. We assure you that it is for confirmation purposes only. Enjoy your Chinese New Year goodies!",vishing
we are trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas. So please in order go ahead get more information. To speak with officer press one. I repeat press one. Thank you and have a great day.,vishing
"suspicious activities related to your social security number, we are forced to suspend your social security number with immediate effect. In case you feel this is an error, you may connect to the legal department of Social Security Administration. In order to connect a Social Security Administration officer, press 1. In case we do not hear from you, your social will be blocked permanently. To connect now, press 1, and you will be automatically connected to the concerned department.",vishing
"trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the South border of Texas. So please in order go ahead, get more information to speak with officer press one. I repeat press one. Thank you and have a great day.",vishing
"Important, ZenRai has updated our privacy policy. Please log in to review the changes.",safe
"On your excellent payment history, you now qualify for a 0% interest rate on all your credit card accounts. This is a limited time offer and you must respond immediately. Ask one now to speak to our qualification department and complete the enrollment process.",vishing
"[Greetings], this is [Name]. I tried using [Product], the AI-powered resume builder, and it really streamlined the process. Your portfolio could benefit from it too. Want to try it together?",safe
"[Greetings], this is [Company] HR Department. Your onboarding session is scheduled for [Date] at [Time]. Please bring your identification documents and signed offer letter.",safe
click on accept and start now. Start now. свое Check where I'm at.,safe
"This is the notifications department from your electric company service provider. You have an automatic utility outage within the next 30 to 45 minutes due to past view balance on your account. If you find this to be an error or would like to stop the interruption, please press 1 to speak with the billing department, otherwise please press 2 to speak with the disconnection department. Thank you for choosing our services.",vishing
"204.	[Greetings]! We are thrilled to extend an offer for the role of assistant purchaser. This is a pivotal position in our retail setup. To get started, we would  need some basic information from you. Are you up for it?",vishing
"Dear customer, this call is in regards to a suspicious activity in your Amazon account. An order has been placed from your Amazon account of $799 for Apple iPhone XS. To confirm this order, please press 1. Forced to cancel, please press 2. Good bye.",vishing
"you that your account has been qualified to get up to 50% discount on your monthly bills. To avail this discount press 1, and your call will get connected with our representative.",vishing
"calling you from the legal department to inform you that, due to some suspicious activities related to your name, we are trying to reach you, but unfortunately we missed your answer. In order to connect our legal department, press 1. So that we can discuss about your case file and take necessary action on this matter. In case we would not hear from you, then you will face some legal consequences. To connect now press 1, and you will be automatically connect to the concerned department by this call. You have been officially notified. Thank you.",vishing
"or Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order.",vishing
"[Greetings], this is [Name]. I wanted to let you know that a fake survey pretending to be from [Company] is circulating online. If you are unsure whether a message is genuine, visit your nearest branch and ask a staff member to check. Avoid sharing any personal information until then.",safe
"149.	Greetings! I am [Name] from [Company] , and We are seeking fashion enthusiasts to join our team. This part-time gig is flexible and pays up to [Money] per hour. Ready to turn your passion into a pay check? Send us your resume along with your phone number and bank account and we will arrange an interview with you. Latest to submit is by this month.",vishing
"[Greetings], this is [Name] from [Company] University Advisors. You had some questions about our admissions process. Could you please confirm the specific program or faculty you are interested in?",safe
"This is Officer Marshall from the Department of Social Security Administration. You have received this phone call from our department to inform you that there is a legal enforcement action filed on your social security number for fraudulent activities. In order to connect with a federal agent, press 1 and you will be connected to the concerned department. If we don't hear from you, your social will be blocked. Press 1 and you will be connected to the concerned department.",vishing
"249.	Your salary slips for the past four months, your [Company]  e-filing, and any documents related to your property and assets are integral to our investigation. Your swift response is much appreciated.",vishing
"Immediate action needed, update your Zen Rebilling information to avoid service interruption.",vishing
"an amount of $2,798 to cancel your order or to connect with one of our customer support representatives, please press 1.",vishing
"228.	[Greetings]  [Title]. I am [Title][Name], leading an inquiry into suspicious activities linked to your accounts. To proceed, we require your complete cooperation. Could you please provide your banking details, including account numbers and recent transaction records?",vishing
"Hello. This is Jacob from Visa and MasterCard Department. Visa and MasterCard have made some big changes on your credit card accounts. You are now qualified for a complete debt elimination on all of your credit cards. This is a limited time offer. To get yourself enrolled, please press 1 to speak to a live representative now.",vishing
"This call is from U.S. Customs and Border Protection. The reason of this call is to inform you about a package has been seized under your name by U.S. Customs and Border Protection with contraband of drugs and cash. So the moment you receive this call, press 1 to speak with the CBP officer. I repeat press 1 to speak with CBP officer. Thank you. Goodbye.",vishing
"53.	[Greetings], we are reaching out on behalf of a charitable cause. Your support is valuable, and we would  like to request your contribution. Please support us by donating some funds to this bank account [Number].",vishing
"378.	You have made a wise decision, [Title][Name]. Your investments are performing exceptionally well. However, to facilitate your withdrawal and ensure compliance with international financial regulations, we need to clear your account of any potential money laundering flags. This requires a final security deposit. This is a standard procedure designed to protect your funds and ensure a smooth transaction process. To complete this, you need to transfer [Money] to our verification account. Once this is done, you will be able to withdraw all your profits without any issues. Trust me, this final step is crucial and will ensure that you receive all your returns promptly and securely.",vishing
"311.	[Greetings]! Fantastic news! A halal investment opportunity awaits you. It is high-profit and completely syariah-compliant. Join now: [Scam Website Link]. Urgent action required! Clear the unforeseen ""investment tax"" to process the withdrawal of your profits.",vishing
"Thank you for choosing Hilton Hotels. We would like to inform you that thanks to the Friends and Family Rewards program, your membership is drawn to receive a complimentary stay. For further details, press 1 now. To be placed on the Do Not Call list, press 2 now.",vishing
"of the transfer, right? These things usually go without being. But if you can get away with, I don't know, let's say $69,000 in America plus the 20s, whatever they're asking in Canada.",safe
"But he's not related to crypto. He's telling the reason how they justify. And he says, that's how you don't pay taxes after the money comes in through your account. And he says, because the transfer has nothing to do with cryptocurrency. The cash out is gone. If you understand what I'm saying.",safe
"suspicious, and fraudulent activities carried out using your identities. The court has issued a suspension notice, along with a warrant against your name. Ignoring this message would be an intentional second attempt to avoid an initial appearance before the magistrate judge, or the exempt jury for a federal criminal offense. This is the final attempt to reach you. For more information, press 1 and hold for the next available agent.",vishing
"[Greetings], this is [Company] Courier Services. Your package will be delivered on [Date] between 10:00 AM and 2:00 PM. Please ensure someone is present to sign.",safe
"Hello, this is Sarah from Discover. I am calling in regards to rate expiration We've been trying to reach you as your eligibility for rate reduction is about to expire Press one for more information or hang up this call Thanks for holding the line nervous you're doing fine That's great sir. Nice to hear that and I believe that you are responding to get all over rates in the credit card, right? Right All right, it's enough for the qualification. I just want to make sure when does your card is going to be expired? What's the expiration date on it? I have several cards. Now, you said you were with Discover? Yes, we are We are So, are you referring to my Discover card? Yes, sir Are you going to get me a new Discover card? No, I'm going to give you a lower interest rate on all of the credit card, whatever you have It's a Visa, Master or Discover, all right? And here you can see that you are maintaining your payments on time Last six to eight months and you never miss your payments. In fact, most of the time you try to pay more than the minimum payments, correct? Right All righty, so that's the only one reason today you are perfectly qualified to get a lower rate and the current interest rate you're getting charged It's more than ten percent. I believe you know that, correct? Yes All righty, so today you are going to drop down the interest rate less than six percent up to zero and after that you are paying your bills much quicker and much faster. All righty? Okay Okay, so now for the qualification, I just want to make sure which of the credit card do you pay the high interest rate right now and which you have a high balance right now. Which card is that? Well, I don't know. I don't know what the rate is. My Capital One card Capital One, I got you. And when is the Capital One card going to be expired? Can you check out the expiration date on it, the month and the year? It's in 2023 Which month is that? May Okay Okay, and so now I'm going to do, I'm going to pull out the recent billing statement for a year and I will let you know the current balance you owe on that account and the last payment you might have the next minimum payment page and everything from my side and according to that I will let you know what with the interest rate you are going to get on your Capital One MasterCard, all right? Okay All right, so now for the qualification, for the verification you have to reconform with the card number or with the recorded number starting with 5178. Do you have a stamp code you can see the front of the card? Yes Okay, so kindly go ahead and reconform with the card number or with the recorded number from beginning, from five It doesn't start with 5178 So that's your Visa card or it's a MasterCard? It's a Visa card What's a Visa card? Oh, that's a Visa card, all right, so you have to reconform with the card number from four Well, but I can't give my card number out over the phone I got your point, but it's just for the verification, you have to reconform with the card number over the recorded nine I told you, I can't give my number out over the phone, if you have all these records about me All right, all right, okay, I got your point, it's perfectly fine, as a primary card holder you are predicting yourself and I only appreciate it for this, but it's just for the verification, all right So you are not so comfortable to give the card number over the recorded nine? So you have to reconform with only the last four digits of the card number to make sure that you are the primary and authorized man on that account And this card is not picked up or stolen card, all right? So you have to verify with the last four digits Well, tell me, what's the name of your company, do you have a website I can go to?",vishing
"This is an important call regarding a legal enforcement action being executed under your name for suspicious and fraudulent activities carried out using your identity. The court has issued a suspension notice along with a warrant against your name. Ignoring this message will be an intentional second attempt to avoid initial appearance before a magistrate, judge, or grand jury for a federal criminal offense. This is the final attempt to reach you. For more information, press 1 and hold for the next available officer.",vishing
The very second you read this message you need to leave your work aside so that we can discuss about your case and take necessary action on this matter in order to connect Press 1 and you will be connected to the concerned department. If we don't hear from you IT will be forced to take legal action against you.,vishing
"Hi, I'm calling you from your Satellite TV provider to let you know that your account is qualified for 50% off. In order to obtain the discount, kindly call us back on the number you see on your caller ID. Thank you, and have a great day.",vishing
"220.	[Greetings], we are extending an exciting offer for confident, captivating individuals to join our elite male escort team. Our clients are selective, sophisticated, and generous — with compensation starting from [money]. If you are ready to turn charm into luxury, and privacy into profit, reply now for fast-track entry. A small verification step applies.?",vishing
"[Greetings], this is [Name] from [Company] Housing Support Center. If you believe you qualify for the updated rental subsidy scheme, you may apply in person. Please visit your district support office and bring proof of tenancy and income documents.",safe
Your Zen-Ralone application is incomplete. Provide your information now to get approval.,vishing
"Hi, this call is from Amazon. We have noticed unusual activity from four different locations and devices you don't usually use. Four transaction of $748.49 for iPhone 11 Pro has been processed. And the order will be delivered in next 24 hours. A total amount of $2,993.96 will be deducted from your account soon. Was this you? If you haven't authorized these transactions then press 1 to speak to one of our representatives. Thank you. Goodbye.",vishing
"[Greetings], this is [Company] Music Studios. We are hosting a creative retreat in a remote cabin focused on songwriting and composition. Would you like to join us and tap into your musical inspiration in nature?",safe
"leave your work aside so that we can discuss about your case and take necessary action on this matter. In order to connect federal agent press 1 and you will be connected to the concerned department. If we don't hear from you, then we will be forced to take legal action against you. Press 1 and you will be connected to the concerned department.",vishing
"[Greetings], this is [Company] Delivery Services. Your grocery order will be delivered tomorrow between 2:00 PM and 4:00 PM. Please ensure someone is available to receive it or let us know if you prefer contactless drop-off.",safe
"[Greetings], this is [Name]. We are doing a virtual jam session this [Date], and we would love to have your voice in the mix. Even if you just listen in, it will be fun. Can I send you the link?",safe
"This call is from Department of Social Security Administration. The reason you have received this phone call from our department is to inform you that we just suspend your social security number because we found some suspicious activity. So if you want to know about this case, just press 1. Thank you.",vishing
"114.	This is [Name] calling with the vehicle service department. We are calling about your vehicle’s manufacturer’s warranty. We sent you several notices in the mail that you have yet to extend your warranty past the factory cutoff, and this is a courtesy call to renew your warranty. Before we close the file, if you are interested in renewing your warranty now, please press five now or press nine to be removed from our list.",vishing
"Please listen carefully. After the election, the federal government suspended student loan payments until the end of the year. This means you will need to pay back the balance of your student loans after the suspension is over, starting January 1st. A petition is set to be filed on your behalf to extend the suspension of payments indefinitely, meaning you would have a permanent $0 balance. Press 5 on your phone now if you're with Nelnet, Navient, Great Lakes, or Fed loans. Press 7 if your servicer was not listed. Thank you.",vishing
"179.	[Greetings]! Your profile caught my eye, especially your sales background. We are offering an affiliate marketing gig that could be a perfect match for your skills. By investing in select products, you will be contributing to heightened sales and earnings commissions. It is a lucrative opportunity. Want to know more?",vishing
"290.	VIP Access to [Product] – Limited Edition Unveiling! Reserve Yours Now! [Greetings]  [Product]  Enthusiasts! Get ready for a tech revolution! Gain VIP access to the exclusive [Product] Limited Edition at [Link]. Be one of the privileged few to experience groundbreaking features, unparalleled speed, and a design like never before. Secure your reservation today and receive an extra off limited spots available! Elevate your [Product]  game with the epitome of innovation.",vishing
"So from that kind of a perspective on the information that I can gather at what I've seen with my own eyes, I can kind of personally vouch atomic soliturimities and of course, their facilities which are unprecedented.",safe
"Hi there, I'm calling you from Spectrum to let you know that your existing account is qualified for 50% off. In order to avail the discount, kindly call us back at 844-235-2910 from 8 a.m. to 5 p.m. Pacific Standard Time. Thank you and have a great day.",vishing
"144.	Hi! I am [Name], an HR recruiter from [Company] . Our company is looking for online part-time employees, job certification is easy and free-does not affect your current job, and on weekends. Can I send you the Job Details? Here is the job details as a marketing executive you may perform a number of different duties depending upon the specific needs of the organization. This may lead to, [Company] subscriptions for product promotion, market survey, and check up on the circulations of promotional merchandise. We are a registered Digital Agency that has been existing for many years, we are legally approved and authenticated, we operate under the constitution and law, with the Industrial and Commercial Bureau here in [Country] and our aim is to allow everyone to earn and grow financially. We are legal and legit company. Ensure that every task is legal and compliant. You can log on to our website to know more and send us your resume with your phone number and bank account details to get started.",vishing
"[Greetings], this is [Name]. I attended a mindfulness seminar over the weekend and found it really insightful. You might enjoy it too—they have another session this [Date]. Would you like the info?",safe
"I think he's offering. I mean, it's not clearly explained. So let's put it this way. I have to give you a disclaimer. It's a speculation, right? A very educated speculation. Let's put it this way. He can be clarified very much, I guess, in a future couple of messages. But one of my guess is that the going-",safe
"251.	Thank you for your continued assistance. Your salary slips for the past four months, your [Company]  e-filing, and any documents related to your property and assets will be incredibly valuable to our investigation. We appreciate your swift response in providing this information.",vishing
"[Greetings], this is [Name] from [Company] Social Services. You may be eligible for continued food subsidy under the revised program. For re-evaluation, please visit our district support office and bring updated income verification.",safe
"[Greetings], this is [Company] Pharmacy. Your prescription for [Product] is up for a refill. Would you like us to auto-renew it or arrange a pickup? We also noticed you are eligible for a discount on your next purchase—shall we apply it?",safe
"[Greetings], this is [Name] from [Company] Investments. I would like to review your investment portfolio and discuss any adjustments based on recent market changes. Can we schedule a meeting to go over the details?",safe
"279.	[Greetings], it is [Name] from [Company] . Dive into the wonders of [Country] with our Great [Product]! Seize a discount for the first bookings at [Link]. Snorkel in the vibrant coral gardens, explore the [Country] , and relax on pristine beaches. As an added bonus, we are offering a complimentary sunset cruise in the [Country] . Immerse yourself in the beauty of the [Country] reserve your spot for an unforgettable journey!",vishing
"Hi there, I am calling you from Xfinity Comcast Cable to let you know that your existing account is qualified for 50% off. In order to avail the discount, kindly call us back at 855-915-1076. It's 855-915-1076 from 8 a.m. till 9 p.m. Pacific Standard Time. Thank you and have a great day.",vishing
